SemSort	ID	Section	PINT Cardinality	Aligned	Aligned Cardinality	Level	BT	BT_ja	DT	Desc	Desc_ja			Example Value (___)	Synt Sort	element	UBLdatatype	UBL syntax binding XPath	selectors	Code list	UBL Occurrence	CardinalityAlignment		Aligned rule	Shared rule	Codelist rule	Pooled rule
2450	ibt-093	Shared	0..1		0..1	2	Document level allowance base amount	___________________	Amount	"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount."	___________________________________________			__	3070	cbc:BaseAmount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount			0..1						
															3080	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount/@currencyID			1..1						
															3090	cac:TaxCategory	cac:TaxCategoryType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory			0..n						
2490	ibt-095	Aligned	0..n	Aligned	1..1	2	Document level allowance TAX category code	_________________	Code	A coded identification of what TAX category applies to the document level allowance.	_______________________	"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.
S Standard rate Consumption Tax
AA Lower rate Consumption Tax
E Exempt from Tax 
G Free export item, Consumption Tax not charged
O Outside scope of tax (The seller is not registered for Consumption Tax.)"	_________	S	3100	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID		UNCL535	0..1	CAR-2	CAR-2	[aligned-ibrp-32jp]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95) and Document level allowance tax rate (ibt-96)..			"POOLED:
[aligned-ibrp-32]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge""."
2500	ibt-096	Aligned	0..1		0..1	2	Document level allowance TAX rate	____________	Percentage	"The TAX rate, represented as percentage that applies to the document level allowance."	___________________(_____)_			10	3110	cbc:Percent	udt:PercentType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent			0..1			[aligned-ibrp-32jp]-Each Document level allowance (ibg-2) MUST have a Document level allowance tax category code (ibt-95) and Document level allowance tax rate (ibt-96)..			
2510	ibt-196	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason code	___________________	Text	A coded statement of the reason for why the document level allowance amount is exempted from TAX.	_________________________________		__________		3120	cbc:TaxExemptionReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReasonCode			0..1	prohibit	prohibit				
2520	ibt-197	Aligned	0..1	Aligned	0..0	2	Document level allowance TAX exemption reason text	__________________	Code	A textual statement of the reason why the document level allowance amount is exempted from TAX or why no TAX is being charged.	________________________________		__________		3130	cbc:TaxExemptionReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:TaxExemptionReason			0..n	prohibit	prohibit				
															3140	cac:TaxScheme	cac:TaxSchemeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme			1..1						
															3150	cbc:ID	udt:IdentifierType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cac:TaxScheme/cbc:ID			0..1						
2530	ibg-21	Shared	0..n		0..n	1	DOCUMENT LEVEL CHARGES	___________		"A group of business terms providing information about charges and taxes other than TAX, applicable to the Invoice as a whole."	_______________(_____)_______________________				3160	cac:AllowanceCharge	cac:AllowanceChargeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]	cbc:ChargeIndicator = true		0..n			"[aligned-ibrp-37-jp]-Each Document level charge (ibg-21) MUST have a Document level charge tax category code (ibt-12) and Document level charge tax rate (ibt-13)..
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Exempt from tax"", the Document level charge tax rate (ibt-13) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Export"" the Document level charge tax rate (ibt-13) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-7]-A Document level charge (ibg-21) where the tax category code (ibt-12) is ""Not subject to tax"" MUST not contain a Document level charge tax rate (ibt-13)."	"SHARED:
[ibr-36]-Each Document level charge (ibg-21) MUST have a Document level charge amount (ibt-99).
[ibr-38]-Each Document level charge (ibg-21) MUST have a Document level charge reason (ibt-14) or a Document level charge reason code (ibt-15)."		"POOLED:
[aligned-ibrp-37]-Each Document level charge (ibg-21) MUST have a Document level charge tax category code (ibt-12).
[aligned-ibrp-ae-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Reverse charge"" MUST contain in the tax Breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Tax reverse charge"".
[aligned-ibrp-ae-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Reverse charge"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48) and/or the Buyer legal registration identifier (ibt-47).
[aligned-ibrp-ae-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Reverse charge"" the Document level charge tax rate (ibt-13) MUST be greater than zero.
[aligned-ibrp-e-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Exempt from tax"" MUST contain exactly one tax breakdown (ibg-23) with the tax category code (ibt-118) equal to ""Exempt from tax"".
[aligned-ibrp-e-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Exempt from tax"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-e-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Exempt from tax"", the Document level charge tax rate (ibt-13) MUST be  (zero).
[aligned-ibrp-g-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Export"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Export"".
[aligned-ibrp-g-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Export"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-g-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Export"" the Document level charge tax rate (ibt-13) MUST be  (zero).
[aligned-ibrp-ic-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, BT-95 or BT-12) is ""Intra-community supply"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Intra-community supply"".
[aligned-ibrp-ic-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Intra-community supply"" MUST contain the Seller tax Identifier (ibt-31) or the Seller tax representative tax identifier (ibt-63) and the Buyer tax identifier (ibt-48).
[aligned-ibrp-ic-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Intra-community supply"" the Document level charge tax rate (ibt-13) MUST be  (zero).
[aligned-ibrp-o-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Not subject to tax"" MUST contain exactly one tax breakdown group (ibg-23) with the tax category code (ibt-118) equal to ""Not subject to tax"".
[aligned-ibrp-o-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Not subject to tax"" MUST not contain the Seller tax identifier (ibt-31), the Seller tax representative tax identifier (ibt-63) or the Buyer tax identifier (ibt-48).
[aligned-ibrp-o-7]-A Document level charge (ibg-21) where the tax category code (ibt-12) is ""Not subject to tax"" MUST not contain a Document level charge tax rate (ibt-13).
[aligned-ibrp-o-14]-An Invoice that contains a tax breakdown group (ibg-23) with a tax category code (ibt-118) ""Not subject to tax"" MUST not contain Document level charges (ibg-21) where Document level charge tax category code (ibt-12) is not ""Not subject to tax"".
[aligned-ibrp-s-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Standard rated"" MUST contain in the tax breakdown (ibg-23) at least one tax category code (ibt-118) equal with ""Standard rated"".
[aligned-ibrp-s-4]-An Invoice that contains a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Standard rated"" MUST contain the Seller tax Identifier (ibt-31), the Seller tax registration identifier (ibt-32) and/or the Seller tax representative tax identifier (ibt-63).
[aligned-ibrp-s-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Standard rated"" the Document level charge tax rate (ibt-13) MUST be greater than zero.
[aligned-ibrp-z-1]-An Invoice that contains an Invoice line (ibg-25), a Document level allowance (ibg-2) or a Document level charge (ibg-21) where the tax category code (ibt-151, ibt-95 or ibt-12) is ""Zero rated"" MUST contain in the tax breakdown (ibg-23) exactly one tax category code (ibt-118) equal with ""Zero rated"".
[aligned-ibrp-z-7]-In a Document level charge (ibg-21) where the Document level charge tax category code (ibt-12) is ""Zero rated"" the Document level charge tax rate (ibt-13) MUST be  (zero)."
															3170	cbc:ChargeIndicator	udt:IndicatorType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode/cbc:ChargeIndicator			1..1						
2580	ibt-105	Shared	0..1		0..1	2	Document level charge reason code	_________________	Code	"The reason for the document level charge, expressed as a code."	__________________				3180	cbc:AllowanceChargeReasonCode	udt:CodeType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode		UNCL7161	0..1				"SHARED:
[ibr-38]-Each Document level charge (ibg-21) MUST have a Document level charge reason (ibt-14) or a Document level charge reason code (ibt-15)."	"CODELIST:
[ibr-cl-19]-Coded allowance reasons MUST belong to the UNCL 5189 code list
[ibr-cl-2]-Coded charge reasons MUST belong to the UNCL 7161 code list"	
2570	ibt-104	Shared	0..1		0..1	2	Document level charge reason	______________	Text	"The reason for the document level charge, expressed as text."	_______________________			__	3190	cbc:AllowanceChargeReason	udt:TextType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason			0..n	CAR-3	CAR-3		"SHARED:
[ibr-38]-Each Document level charge (ibg-21) MUST have a Document level charge reason (ibt-14) or a Document level charge reason code (ibt-15)."		
2560	ibt-101	Shared	0..1		0..1	2	Document level charge percentage	_____________	Percentage	"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount."	___________________________________________________				3200	cbc:MultiplierFactorNumeric	udt:NumericType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric			0..1						
2540	ibt-099	Shared	1..1		1..1	2	Document level charge amount	_____________(___)	Amount	"The amount of a charge, without TAX."	______(___)_			200	3210	cbc:Amount	udt:AmountType	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount			1..1				"SHARED:
[ibr-36]-Each Document level charge (ibg-21) MUST have a Document level charge amount (ibt-99).
[ibr-co-12]-Sum of charges on document level (ibt-18) = Σ Document level charge amount (ibt-99)."	"CODELIST:
[ibr-cl-3]-currencyID MUST be coded using ISO code list 4217 alpha-3."	
															3220	@currencyID	xsd:normalizedString	/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount/@currencyID			1..1						
